,Company,TypeName,Ram,OpSys,Weight,Touchscreen,IPS,PPI,Cpu_Name,HDD,SSD,Gpu brand
1157,Lenovo,Ultrabook,12,Windows,1.4,0,0,157.3505121487356,Intel Core i7,0,512,Intel
1158,Lenovo,Notebook,8,Windows,2.5,0,0,141.21199808219862,Intel Core i5,0,0,AMD
1159,HP,2 in 1 Convertible,8,Windows,1.48,1,0,220.84282406840083,Intel Core i7,0,512,Intel
1160,Lenovo,Ultrabook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i7,0,256,Intel
1161,MSI,Gaming,16,Windows,1.7,0,0,157.3505121487356,Intel Core i7,1000,256,Nvidia
1162,HP,Gaming,8,Windows,2.62,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1163,Lenovo,Notebook,8,Windows,2.2,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
1164,HP,Notebook,4,Others,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel
1165,Dell,Gaming,8,Windows,2.62,0,0,282.42399616439724,Intel Core i7,1000,128,Nvidia
1166,Lenovo,Notebook,8,Windows,1.95,0,1,141.21199808219862,Intel Core i5,0,256,Intel
1167,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
1168,HP,Notebook,2,Windows,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,Intel
1169,MSI,Gaming,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1170,HP,Notebook,8,Windows,1.96,0,0,141.21199808219862,Intel Core i7,0,256,Intel
1171,HP,Notebook,16,Windows,2.1,0,0,141.21199808219862,Intel Core i7,0,512,Intel
1172,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1173,Lenovo,Notebook,4,Others,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel
1174,Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
1175,Asus,Notebook,4,Windows,2.0,0,0,157.3505121487356,Intel Core i3,0,256,Intel
1176,Lenovo,Notebook,4,Windows,2.32,0,0,141.21199808219862,Intel Core i7,0,0,Intel
1177,Lenovo,Gaming,16,Windows,3.31,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia
1178,MSI,Gaming,16,Windows,1.91,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1179,HP,Notebook,4,Windows,2.07,0,0,100.45466986113652,Intel Core i3,500,0,Intel
1180,Lenovo,2 in 1 Convertible,8,Windows,1.36,1,1,209.8006828649808,Intel Core i5,0,256,Intel
1181,Lenovo,Ultrabook,6,Windows,1.54,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
1182,Dell,Notebook,8,Linux,1.98,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
1183,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1184,HP,Notebook,6,Windows,2.18,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1185,Asus,Gaming,8,Windows,2.591,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
1186,Dell,2 in 1 Convertible,16,Windows,2.09,1,0,141.21199808219862,Intel Core i7,0,512,Intel
1187,Acer,Notebook,4,Windows,2.23,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
1188,Dell,Ultrabook,8,Linux,1.23,1,0,276.053530085501,Intel Core i5,0,256,Intel
1189,Acer,Gaming,16,Windows,4.2,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
1190,Lenovo,Gaming,8,Windows,2.4,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia
1191,HP,Notebook,4,Windows,1.86,0,0,100.45466986113652,Intel Core i5,500,0,Intel
1192,Apple,Ultrabook,8,Mac,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel
1193,Dell,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i5,0,256,Intel
1194,HP,Notebook,12,Windows,2.21,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
1195,Lenovo,Notebook,4,Others,1.9,0,0,100.45466986113652,Intel Core i3,1000,0,AMD
1196,Asus,Gaming,16,Windows,4.3,0,1,127.33567457123112,Intel Core i7,1000,512,Nvidia
1197,Acer,Notebook,4,Linux,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
1198,MSI,Gaming,16,Windows,2.43,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
1199,Dell,Notebook,4,Windows,2.3,0,0,100.45466986113652,Intel Core i3,0,128,AMD
1200,Lenovo,Notebook,8,Others,2.2,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia
1201,Dell,2 in 1 Convertible,16,Windows,2.0,1,0,141.21199808219862,Intel Core i7,0,512,Intel
1202,Dell,Ultrabook,16,Windows,1.2,1,0,276.053530085501,Intel Core i7,0,512,Intel
1203,Asus,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
1204,Dell,Notebook,8,Windows,2.36,0,0,141.21199808219862,Intel Core i5,0,256,AMD
1205,HP,Notebook,8,Windows,1.91,0,0,100.45466986113652,Intel Core i5,0,256,Intel
1206,Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113652,AMD Processor,500,0,AMD
1207,Acer,Notebook,8,Windows,3.3,0,0,106.11306214269258,Intel Core i3,1000,0,Nvidia
1208,Asus,Gaming,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
1209,Apple,Ultrabook,8,Mac,0.92,0,1,226.4155471693585,Other Intel Processor,0,0,Intel
1210,Asus,Notebook,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1211,MSI,Gaming,16,Windows,2.43,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
1212,Dell,2 in 1 Convertible,8,Windows,2.191,1,1,141.21199808219862,Intel Core i5,0,256,Intel
1213,Asus,Gaming,16,Windows,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
1214,Acer,Netbook,2,Others,1.3,0,0,135.0942111925629,Other Intel Processor,0,32,Intel
1215,Acer,Notebook,4,Windows,3.3,0,0,106.11306214269258,Intel Core i3,1000,0,Nvidia
1216,Lenovo,Notebook,8,Others,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Intel
1217,Lenovo,Gaming,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
1218,Acer,2 in 1 Convertible,8,Windows,1.2,1,1,157.3505121487356,Intel Core i7,0,256,Intel
1219,Lenovo,Notebook,8,Windows,2.3,0,1,141.21199808219862,Intel Core i7,0,256,Intel
1220,MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1221,HP,Notebook,6,Windows,2.1,0,0,141.21199808219862,AMD Processor,1000,0,AMD
1222,Dell,Ultrabook,8,Windows,1.26,1,0,176.23257360658386,Intel Core i5,0,256,Intel
1223,Dell,2 in 1 Convertible,4,Windows,2.08,1,0,146.86047800548656,Intel Core i3,500,0,Intel
1224,Asus,Notebook,4,Windows,2.65,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
1225,Dell,Ultrabook,8,Windows,1.29,1,0,276.053530085501,Intel Core i7,0,256,Intel
1226,Dell,Notebook,4,Linux,2.18,0,0,100.45466986113652,Intel Core i5,1000,0,Intel
1227,Lenovo,Gaming,16,Windows,2.6,1,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
1228,MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1229,Lenovo,Netbook,16,Windows,1.3,1,1,176.23257360658386,Intel Core i7,0,512,Intel
1230,Razer,Gaming,16,Windows,1.95,0,0,157.3505121487356,Intel Core i7,0,1000,Nvidia
1231,Dell,Notebook,8,Windows,2.3,1,0,100.45466986113652,Intel Core i3,1000,0,Intel
1232,MSI,Gaming,16,Windows,2.7,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
1233,Apple,Ultrabook,4,Mac,1.08,0,0,135.0942111925629,Intel Core i5,0,0,Intel
1234,HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
1235,HP,Ultrabook,8,Windows,1.54,0,0,209.8006828649808,Intel Core i7,0,256,Intel
1236,Dell,Notebook,4,Windows,2.24,0,0,100.45466986113652,Intel Core i5,500,0,Intel
1237,MSI,Gaming,8,Windows,2.3,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1238,Lenovo,Notebook,16,Windows,1.4,0,1,165.6321180513006,Intel Core i7,0,512,Intel
1239,Lenovo,Notebook,6,Windows,2.2,0,0,141.21199808219862,AMD Processor,0,256,AMD
1240,Asus,Ultrabook,8,Windows,1.45,0,0,165.6321180513006,Intel Core i7,0,256,Intel
1241,Acer,Notebook,4,Linux,2.4,0,0,100.45466986113652,Intel Core i3,500,0,Intel
1242,Dell,2 in 1 Convertible,16,Windows,2.77,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia
1243,HP,Notebook,4,Windows,1.54,0,0,157.3505121487356,Intel Core i5,0,256,Intel
1244,Asus,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
1245,Dell,Notebook,4,Windows,1.6,0,0,111.93520355955212,Intel Core i5,500,0,Intel
1246,Asus,Gaming,16,Windows,2.34,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
1247,Lenovo,Notebook,8,Others,2.3,0,1,141.21199808219862,Intel Core i5,0,256,Intel
1248,Dell,2 in 1 Convertible,8,Windows,1.24,1,0,276.053530085501,Intel Core i5,0,256,Intel
1249,Dell,Notebook,4,Linux,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1250,HP,Notebook,4,Windows,1.86,0,0,100.45466986113652,AMD Processor,500,0,AMD
1251,Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,Intel Core i3,0,128,Nvidia
1252,Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121487356,Intel Core i5,0,256,Intel
1253,Dell,Notebook,4,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1254,Asus,Notebook,4,Windows,2.0,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
1255,Asus,Gaming,16,Windows,4.0,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia
1256,Dell,Notebook,4,Windows,2.29,0,0,100.45466986113652,Intel Core i3,500,0,Intel
1257,Lenovo,Notebook,8,Windows,2.32,0,0,141.21199808219862,Intel Core i7,0,0,AMD
1258,MSI,Gaming,8,Windows,2.4,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
1259,Lenovo,2 in 1 Convertible,4,Windows,1.8,1,0,157.3505121487356,Intel Core i5,0,128,Intel
1260,Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,0,512,Intel
1261,Dell,Notebook,6,Windows,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
1262,Acer,Notebook,4,Linux,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1263,Dell,Notebook,2,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1264,Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1265,HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,0,0,AMD
1266,Dell,Notebook,8,Linux,2.3,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1267,HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
1268,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia
1269,Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,0,128,Intel
1270,Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,0,512,Intel
1271,Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,Intel
1272,HP,Notebook,6,Windows,2.19,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1273,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1274,Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,0,512,Intel
1275,Dell,Notebook,6,Windows,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
1276,Acer,Notebook,4,Linux,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1277,Dell,Notebook,2,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1278,Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1279,HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,0,0,AMD
1280,Dell,Notebook,8,Linux,2.3,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1281,HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
1282,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia
1283,Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,0,128,Intel
1284,Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,0,512,Intel
1285,Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,Intel
1286,HP,Notebook,6,Windows,2.19,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1287,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1288,Asus,Ultrabook,8,Windows,1.2,0,1,165.6321180513006,Other Intel Processor,0,512,Intel
1289,Dell,Notebook,6,Windows,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
1290,Acer,Notebook,4,Linux,2.4,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1291,Dell,Notebook,2,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
1292,Lenovo,Notebook,8,Windows,2.6,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia
1293,HP,Notebook,6,Windows,2.04,0,0,141.21199808219862,AMD Processor,0,0,AMD
1294,Dell,Notebook,8,Linux,2.3,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1295,HP,Netbook,2,Windows,1.17,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
1296,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia
1297,Lenovo,2 in 1 Convertible,4,Windows,1.8,1,1,157.3505121487356,Intel Core i7,0,128,Intel
1298,Lenovo,2 in 1 Convertible,16,Windows,1.3,1,1,276.053530085501,Intel Core i7,0,512,Intel
1299,Lenovo,Notebook,2,Windows,1.5,0,0,111.93520355955212,Other Intel Processor,0,0,Intel
1300,HP,Notebook,6,Windows,2.19,0,0,100.45466986113652,Intel Core i7,1000,0,AMD
1301,Asus,Notebook,4,Windows,2.2,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
